epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
35,521.035,0.57929,0.66359,0.83605,0.84986,0.98904,0.91609,0.83313,0.43515,0.68737,0.79088,0.00110589,0.00110589,0.00110589
36,535.786,0.57651,0.62076,0.83674,0.87119,0.99561,0.92669,0.84579,0.43757,0.55197,0.79271,0.00108938,0.00108938,0.00108938
37,550.439,0.57698,0.59714,0.83633,0.884,0.97917,0.93493,0.83902,0.45709,0.55322,0.79268,0.00107288,0.00107288,0.00107288
38,564.839,0.58576,0.63006,0.82804,0.85959,0.99013,0.925,0.82613,0.46544,0.58038,0.79445,0.00105638,0.00105638,0.00105638
39,579.163,0.59205,0.63025,0.84097,0.84077,0.99781,0.91659,0.82026,0.45574,0.66167,0.79538,0.00103987,0.00103987,0.00103987
40,593.426,0.57041,0.58978,0.83785,0.84846,0.99232,0.9182,0.8329,0.44927,0.6342,0.79365,0.00102337,0.00102337,0.00102337
41,607.724,0.55795,0.57537,0.8395,0.88761,0.97857,0.93035,0.82965,0.47631,0.56269,0.79666,0.00100687,0.00100687,0.00100687
42,621.896,0.567,0.58957,0.82457,0.89443,0.94753,0.9355,0.83633,0.47274,1.01029,0.79799,0.000990365,0.000990365,0.000990365
43,636.182,0.59948,0.6911,0.84053,0.82946,0.99781,0.92076,0.82845,0.4716,0.73535,0.79589,0.000973861,0.000973861,0.000973861
44,650.455,0.57975,0.65682,0.83707,0.87121,0.98355,0.93263,0.85425,0.42625,0.56511,0.78841,0.000957358,0.000957358,0.000957358
45,669.937,0.57447,0.65069,0.83737,0.80768,0.98085,0.91251,0.82243,0.47424,0.63028,0.7996,0.000940855,0.000940855,0.000940855
46,684.346,0.56176,0.66503,0.8378,0.80242,0.98416,0.9202,0.82103,0.49459,0.7153,0.80183,0.000924352,0.000924352,0.000924352
47,698.786,0.5653,0.61233,0.83488,0.82704,0.99671,0.91795,0.83681,0.44032,0.72741,0.78887,0.000907848,0.000907848,0.000907848
48,712.979,0.56327,0.58042,0.83306,0.86345,0.99013,0.93177,0.84465,0.44633,0.58231,0.78903,0.000891345,0.000891345,0.000891345
49,727.422,0.56355,0.56953,0.83641,0.88198,0.98136,0.93625,0.84686,0.439,0.5495,0.79045,0.000874842,0.000874842,0.000874842
50,741.687,0.55375,0.54781,0.83448,0.8667,0.98465,0.93208,0.83752,0.44208,0.59075,0.79089,0.000858338,0.000858338,0.000858338
51,755.971,0.53402,0.55581,0.82117,0.85276,0.99067,0.93262,0.8505,0.4105,0.56929,0.78732,0.000841835,0.000841835,0.000841835
52,770.369,0.54103,0.56241,0.82732,0.86672,0.98402,0.92682,0.83742,0.46654,0.59973,0.79353,0.000825332,0.000825332,0.000825332
53,784.738,0.53098,0.54288,0.8264,0.87883,0.98616,0.93527,0.85237,0.43683,0.51217,0.78863,0.000808828,0.000808828,0.000808828
54,799.014,0.52929,0.53363,0.82751,0.87311,0.98355,0.93669,0.85491,0.4361,0.53727,0.78889,0.000792325,0.000792325,0.000792325
55,816.973,0.54538,0.54441,0.8271,0.87895,0.98904,0.93462,0.85307,0.42358,0.52664,0.79007,0.000775822,0.000775822,0.000775822
56,831.365,0.54474,0.56014,0.83131,0.83728,0.98734,0.89578,0.81949,0.40768,0.60295,0.78656,0.000759318,0.000759318,0.000759318
57,845.743,0.53843,0.55211,0.81695,0.84277,0.98684,0.90351,0.81924,0.42566,0.62101,0.7876,0.000742815,0.000742815,0.000742815
58,860.144,0.52371,0.52447,0.83074,0.86056,0.97697,0.927,0.83767,0.4312,0.57251,0.78814,0.000726312,0.000726312,0.000726312
59,876.8,0.53224,0.5226,0.81973,0.88299,0.97039,0.93561,0.85351,0.41779,0.52115,0.78753,0.000709809,0.000709809,0.000709809
60,891.726,0.5178,0.53026,0.82393,0.88907,0.98136,0.94454,0.86239,0.42926,0.52115,0.78605,0.000693305,0.000693305,0.000693305
61,911.012,0.5368,0.53447,0.82423,0.86385,0.99489,0.94346,0.86253,0.42751,0.59868,0.78631,0.000676802,0.000676802,0.000676802
62,931.359,0.51837,0.51735,0.81719,0.87319,0.98904,0.95168,0.8718,0.40177,0.53457,0.78406,0.000660299,0.000660299,0.000660299
63,947.082,0.50535,0.49706,0.81915,0.8724,0.99232,0.94623,0.86614,0.40527,0.54189,0.7858,0.000643795,0.000643795,0.000643795
64,961.407,0.51484,0.52614,0.82061,0.8657,0.99452,0.9348,0.84663,0.43436,0.60463,0.78762,0.000627292,0.000627292,0.000627292
65,975.754,0.51482,0.49918,0.82685,0.8749,0.98924,0.93655,0.85118,0.41584,0.50161,0.78549,0.000610789,0.000610789,0.000610789
66,990.048,0.50812,0.49908,0.8184,0.87124,0.99123,0.94289,0.85718,0.41559,0.53331,0.78669,0.000594286,0.000594286,0.000594286
67,1004.35,0.50975,0.50251,0.82725,0.86229,0.99552,0.94642,0.87108,0.39277,0.50187,0.78315,0.000577782,0.000577782,0.000577782
68,1018.58,0.50791,0.49762,0.81357,0.8859,0.98136,0.94217,0.86927,0.38623,0.47778,0.78243,0.000561279,0.000561279,0.000561279
69,1032.85,0.50631,0.48977,0.82438,0.86617,0.98904,0.93553,0.8565,0.41019,0.50958,0.78385,0.000544776,0.000544776,0.000544776
70,1046.97,0.50806,0.49291,0.81411,0.8787,0.98026,0.94196,0.86461,0.39756,0.48741,0.78238,0.000528272,0.000528272,0.000528272
71,1061.19,0.49029,0.48325,0.81749,0.85316,0.99342,0.93241,0.86194,0.3889,0.59053,0.78305,0.000511769,0.000511769,0.000511769
72,1075.4,0.4874,0.47881,0.8159,0.87512,0.98246,0.93566,0.86695,0.38778,0.50848,0.78177,0.000495266,0.000495266,0.000495266
73,1089.65,0.4916,0.47562,0.82366,0.87638,0.99496,0.93875,0.86737,0.38803,0.54928,0.7825,0.000478762,0.000478762,0.000478762
74,1103.94,0.48583,0.48203,0.81898,0.87639,0.98904,0.94331,0.87008,0.38869,0.5301,0.78154,0.000462259,0.000462259,0.000462259
75,1118.11,0.49116,0.47731,0.82078,0.87755,0.98575,0.94375,0.86847,0.38864,0.49919,0.78229,0.000445756,0.000445756,0.000445756
76,1132.28,0.47115,0.46258,0.81521,0.88361,0.99063,0.94546,0.8723,0.37534,0.47985,0.78094,0.000429253,0.000429253,0.000429253
77,1147.1,0.4725,0.46091,0.81156,0.879,0.99013,0.94176,0.87578,0.36919,0.47877,0.77988,0.000412749,0.000412749,0.000412749
78,1167.98,0.4743,0.47346,0.8206,0.86122,0.98662,0.92819,0.86447,0.36858,0.50516,0.77951,0.000396246,0.000396246,0.000396246
79,1182.22,0.475,0.47986,0.81521,0.86061,0.98838,0.92068,0.85188,0.3984,0.53027,0.78233,0.000379743,0.000379743,0.000379743
80,1196.55,0.48138,0.47251,0.81717,0.8537,0.99232,0.92351,0.85747,0.37995,0.55817,0.77995,0.000363239,0.000363239,0.000363239
81,1210.79,0.48456,0.46559,0.82103,0.86173,0.99087,0.94634,0.88113,0.35929,0.4656,0.77825,0.000346736,0.000346736,0.000346736
82,1225.53,0.47305,0.44058,0.8153,0.8756,0.97478,0.94792,0.87495,0.39117,0.47267,0.78142,0.000330233,0.000330233,0.000330233
83,1239.68,0.47574,0.44835,0.81725,0.87226,0.98465,0.94667,0.8744,0.37956,0.47027,0.78109,0.000313729,0.000313729,0.000313729
84,1253.93,0.46014,0.43471,0.8132,0.88925,0.97478,0.95406,0.88652,0.3754,0.46781,0.77996,0.000297226,0.000297226,0.000297226
85,1268.94,0.47223,0.43634,0.80894,0.88106,0.98794,0.94525,0.88495,0.36536,0.49409,0.77775,0.000280723,0.000280723,0.000280723
86,1283.27,0.46632,0.43102,0.80902,0.8801,0.98189,0.94355,0.87495,0.37428,0.49223,0.77877,0.00026422,0.00026422,0.00026422
87,1297.53,0.4621,0.42793,0.80406,0.8897,0.97286,0.94307,0.87457,0.36837,0.46879,0.7786,0.000247716,0.000247716,0.000247716
88,1311.8,0.45117,0.42267,0.8104,0.88636,0.97039,0.94734,0.8814,0.35964,0.48672,0.77761,0.000231213,0.000231213,0.000231213
89,1326.13,0.4486,0.4186,0.80159,0.87657,0.97341,0.94347,0.87316,0.36823,0.49006,0.77727,0.00021471,0.00021471,0.00021471
90,1340.31,0.45435,0.41383,0.80648,0.88073,0.98026,0.95069,0.87632,0.38463,0.47426,0.77948,0.000198206,0.000198206,0.000198206
91,1355.97,0.44902,0.41493,0.80881,0.89054,0.98129,0.95121,0.87768,0.37495,0.47675,0.77895,0.000181703,0.000181703,0.000181703
92,1370.39,0.44717,0.39828,0.81143,0.88989,0.97697,0.95225,0.88281,0.36927,0.471,0.77821,0.0001652,0.0001652,0.0001652
93,1384.6,0.44747,0.41453,0.8072,0.88922,0.9682,0.94271,0.87829,0.35884,0.48437,0.77708,0.000148696,0.000148696,0.000148696
94,1398.79,0.44333,0.40228,0.80604,0.88934,0.97149,0.94478,0.87659,0.3631,0.4702,0.7782,0.000132193,0.000132193,0.000132193
95,1413.05,0.44242,0.40026,0.81037,0.89172,0.97259,0.94375,0.87974,0.36122,0.46624,0.77794,0.00011569,0.00011569,0.00011569
96,1427.37,0.4439,0.39295,0.80652,0.88883,0.96162,0.94128,0.87791,0.35457,0.47165,0.7769,9.91865e-05,9.91865e-05,9.91865e-05
97,1441.58,0.43337,0.38818,0.81198,0.87486,0.98355,0.9454,0.88102,0.35956,0.46379,0.77732,8.26832e-05,8.26832e-05,8.26832e-05
98,1455.71,0.43634,0.38096,0.80529,0.88179,0.97807,0.9481,0.88408,0.36507,0.46057,0.778,6.61799e-05,6.61799e-05,6.61799e-05
99,1470.17,0.43845,0.38745,0.80877,0.89331,0.96601,0.94896,0.88707,0.35564,0.46408,0.77682,4.96766e-05,4.96766e-05,4.96766e-05
100,1485.05,0.43642,0.38821,0.80261,0.88699,0.98136,0.9501,0.88728,0.35722,0.46384,0.77699,3.31733e-05,3.31733e-05,3.31733e-05
